enhancer	FC	p	diff_fdr
chr10:33439767-33440100	1.359401434	0.538202565	0.653651821
chr14:104356058-104356494	1.307688372	0.538360355	0.653697543
chr1:26907360-26907709	0.827812981	0.538755088	0.653943755
chr15:96895727-96895870	0.908813157	0.538803502	0.653943755
chr10:20841595-20841995	1.461244026	0.539546474	0.65463614
chr15:99943673-99944058	0.820751785	0.539641615	0.65463614
chr8:101514609-101515240	1.18564117	0.539734924	0.65463614
chr22:45525658-45525880	1.431368628	0.540151253	0.654995089
chr6:8283102-8283467	1.458789658	0.540673349	0.655482106
chr16:9767919-9768425	1.182929672	0.541528682	0.656372814
chr12:46845656-46846014	1.560153461	0.542067687	0.656879796
chr17:18084670-18084979	0.843171941	0.542342447	0.657066412
chr11:123950495-123950749	1.237531969	0.542944294	0.657649133
chr4:40249216-40249266	1.234531267	0.543736735	0.658462403
chrX:64070524-64070939	1.172113223	0.544173	0.658844079
chr11:129488554-129488734	1.418748273	0.544549544	0.65904712
chr1:25298850-25299027	1.589542059	0.544582954	0.65904712
chr16:57622732-57623027	1.220899072	0.544771464	0.65912865
chr4:78014068-78014466	0.885510848	0.545178639	0.659390619
chr11:8349327-8349765	1.354468557	0.545230361	0.659390619
chr8:101920209-101920392	0.902383561	0.545675244	0.659782001
chr8:53379796-53380092	1.274827547	0.546517605	0.660653697
chr20:37678805-37678873	1.585353428	0.546966914	0.661049974
chr16:8985326-8985575	1.410083998	0.547184245	0.661165773
chr11:109843330-109843440	1.252549855	0.548098422	0.662123338
chr11:47799022-47799247	1.192137058	0.548606454	0.662572404
chr12:11736764-11737137	0.8422367	0.548713702	0.662572404
chr6:2763251-2763536	1.114296157	0.549375827	0.663224734
chr4:78067816-78068100	0.793095295	0.550066075	0.663910718
chr10:44255352-44255616	0.782951933	0.550431218	0.664204093
chr4:139865200-139865393	1.464721555	0.551104053	0.664868548
chr8:103998014-103998369	1.15394469	0.551243811	0.66488973
chr16:79674460-79674887	1.307142619	0.552278001	0.665989496
chr10:6281305-6281494	1.336741133	0.552405141	0.665995208
chr9:115509312-115509740	1.142953751	0.552699766	0.666078953
chr16:85458916-85459273	1.439840228	0.55271944	0.666078953
chr18:19457629-19457900	1.124063914	0.552977082	0.666241874
chr14:93312795-93313160	1.187551656	0.555017682	0.668552404
chr9:112262069-112262452	0.908481412	0.556111906	0.669722196
chr6:2763022-2763072	0.86356939	0.556245522	0.669734872
chrX:130722857-130723460	1.229062935	0.55807161	0.671784874
chr18:72798171-72798473	1.438016196	0.558289591	0.671898621
chr1:244482749-244483387	1.163674997	0.558678241	0.672217672
chr4:129244714-129244881	1.153135698	0.559208756	0.67268627
chr3:134034499-134034569	1.377293813	0.559314958	0.67268627
chr20:30190743-30190994	0.823197598	0.56017527	0.673572076
chr6:111614404-111614762	1.150898761	0.560327411	0.673606151
chr11:3021368-3021548	1.227963258	0.560766435	0.673949159
chr16:85887219-85887557	0.767200196	0.560905488	0.673949159
chr19:925071-925217	1.244155961	0.56098433	0.673949159
chr3:197461391-197461841	1.183129278	0.561132885	0.673978815
chr4:53725752-53726074	0.781359427	0.561629106	0.674354886
chr20:30182515-30183026	1.169018615	0.561699186	0.674354886
chr10:5553514-5553674	0.904467634	0.561817809	0.674354886
chr14:32466410-32466788	1.223116094	0.562435428	0.674930236
chr20:35972053-35972195	1.19355871	0.562545234	0.674930236
chr18:60189219-60189514	1.0773271	0.562727187	0.674999697
chr1:234752255-234752429	1.112670361	0.562940749	0.675107034
chr8:61824212-61824789	1.27635046	0.563353471	0.675453115
chr8:143837804-143838151	1.179051899	0.564452728	0.676622008
chr4:40650730-40651201	1.270372139	0.566505413	0.678794858
chr19:3607748-3607951	1.132617161	0.566514878	0.678794858
chr14:35826010-35826241	0.766953194	0.567120012	0.679370318
chr10:44185196-44185271	0.849079878	0.567271579	0.679402303
chr9:123658471-123658684	1.254865809	0.567643667	0.679698325
chr20:34330989-34331372	1.517755564	0.56868577	0.68079632
chr7:26489472-26489611	1.215209272	0.569251747	0.681264697
chr11:2954251-2954383	0.846077357	0.569327436	0.681264697
chr15:96884042-96884481	0.855689752	0.569454219	0.68126658
chr14:24743214-24743836	1.180033712	0.570074195	0.681858364
chr6:157007979-157008724	1.280748052	0.570340542	0.682027008
chr4:79568830-79569248	1.463090546	0.571290419	0.682901701
chr9:130753520-130753846	1.34288365	0.571323019	0.682901701
chr20:321375-321752	1.088772131	0.57166821	0.683021884
chr9:117883580-117883602	0.78017923	0.571674629	0.683021884
chr12:28221546-28221662	1.341709072	0.572169416	0.683462963
chr4:177715411-177715680	0.841191666	0.57236864	0.683550871
chr1:244486299-244486688	1.350177369	0.573455036	0.684441931
chr8:127837362-127837443	1.756816963	0.573511136	0.684441931
chr21:27242944-27243154	0.866964428	0.5735445	0.684441931
chr18:60174225-60174375	1.260938946	0.573620276	0.684441931
chr3:176988907-176989274	1.153170097	0.573743732	0.684441931
chr4:109513186-109513523	0.898074414	0.574170437	0.684800821
chr4:14439704-14439728	1.258997629	0.577509791	0.688632648
chr8:103740665-103741062	0.765525401	0.577906639	0.688882038
chr9:5490099-5490497	1.432138743	0.577972157	0.688882038
chr22:32313330-32313725	0.807509908	0.578713721	0.689540637
chr4:139221168-139221437	1.453933232	0.578778182	0.689540637
chr4:139251287-139251510	1.305465987	0.578994634	0.689647506
chr17:17204544-17204774	1.491507737	0.579150457	0.689682127
chr7:130675334-130675529	1.458109041	0.579297938	0.689706801
chr4:185214730-185214925	1.096733494	0.579816773	0.690173498
chr12:7792912-7793287	1.234444305	0.580005267	0.690246863
chr6:157694703-157694954	1.369519605	0.580209489	0.690338909
chr12:12512304-12512319	0.805182474	0.581168459	0.691328724
chr7:41147789-41147992	0.851602193	0.581859031	0.691998904
chr21:19157127-19157381	1.255843835	0.582505704	0.692616594
chr9:135248049-135248343	0.877621781	0.583271424	0.693375534
chr18:57572110-57572452	1.717376526	0.584541353	0.694733399
chr3:194299958-194300402	1.101749854	0.584861274	0.694961824
chr12:6854848-6855156	0.823159072	0.58519449	0.695205944
chr19:2507206-2507458	1.256979319	0.585443846	0.695350353
chr9:134113096-134113636	0.85798739	0.585731721	0.69554044
chr21:47469357-47469652	0.753479903	0.586254096	0.696008845
chr11:46264726-46265198	1.335750621	0.586413323	0.696046006
chr2:232468888-232470128	0.941789687	0.587287001	0.696930987
chrX:135917972-135918329	1.324332302	0.587555054	0.697097045
chr22:29188218-29188399	1.113876272	0.587691634	0.697107081
chrX:70411067-70411368	1.325751398	0.58832164	0.697702277
chr8:29938783-29938843	1.339020546	0.588602885	0.697872225
chr20:48889915-48890435	1.297690154	0.588721469	0.697872225
chr11:117850390-117851092	1.1328195	0.589335751	0.698448229
chr16:88365536-88366092	1.330618509	0.590696657	0.699791259
chr18:66759442-66759620	1.350575335	0.5907262	0.699791259
chr9:114596249-114596662	1.268913498	0.591035878	0.700005706
chr11:121289334-121289764	1.148705749	0.591540214	0.700450556
chr21:46266948-46267089	0.832980722	0.592241286	0.701128119
chr4:153023305-153023605	1.302780586	0.59289195	0.701578353
chr20:44056635-44056652	1.226291189	0.592971166	0.701578353
chr11:35099118-35099616	1.279566383	0.593008426	0.701578353
chr7:139975435-139975617	1.228760903	0.593599735	0.702125252
chr21:30037436-30037730	0.841132571	0.59411259	0.702579136
chr2:232532385-232532510	1.244319749	0.594726337	0.703152108
chr11:269337-269903	1.093832136	0.595427379	0.703828018
chr19:2064980-2065181	1.152647398	0.595901995	0.704007103
chr21:19156522-19156877	1.207228017	0.595909346	0.704007103
chr7:30210405-30210743	0.886620096	0.59596705	0.704007103
chr7:112383831-112384204	1.24087707	0.597016089	0.705093236
chr12:10517487-10517775	1.099333723	0.597189185	0.705144609
chr11:102425840-102426191	0.810191986	0.597501476	0.70536028
chr20:43876988-43877346	0.726106458	0.598232612	0.705959896
chr7:130665753-130666114	1.563565769	0.598361947	0.705959896
chr4:154598070-154598582	1.265983725	0.598398648	0.705959896
chr5:10270287-10270466	1.080260161	0.599984909	0.707677843
chr4:129733811-129733921	0.815142019	0.600945918	0.708657724
chr1:234668851-234669143	0.830835138	0.601156485	0.708752424
chr12:54746696-54746816	0.844453663	0.601495569	0.708887311
chr6:170838453-170838652	0.772975672	0.601531467	0.708887311
chr14:23322319-23322495	1.135365829	0.602269388	0.709603236
chr16:21375136-21375337	1.174930903	0.603712821	0.711149916
chr4:55808605-55809023	1.188303648	0.603913214	0.71123199
chr5:57758033-57758252	1.340387015	0.604135357	0.71133964
chr10:43846089-43846266	0.753097517	0.604653963	0.711796239
chr16:73206454-73206866	1.230248713	0.606148852	0.713401666
chr22:37345196-37345587	1.280353231	0.606849547	0.714071883
chr6:161545851-161546111	1.352004831	0.60700855	0.714086491
chr9:114790542-114790702	0.930365111	0.607124446	0.714086491
chr22:42763845-42763943	0.886714312	0.607827375	0.714758753
chr7:16751358-16751548	1.194798958	0.608209708	0.715053807
chr7:158808159-158808606	1.616396848	0.608446569	0.715177745
chr8:72922675-72922996	0.827763021	0.608712826	0.715336174
chr11:101312461-101312692	1.227997536	0.610316148	0.717065463
chr19:4567148-4567365	1.195629485	0.611232509	0.717902991
chr7:30208837-30209260	0.909680966	0.611294251	0.717902991
chr4:14401453-14401769	1.239907025	0.611547125	0.717902991
chr16:82142537-82142645	0.798932779	0.611556766	0.717902991
chr14:95789157-95789358	0.835157209	0.611742902	0.717914623
chr20:62486806-62487199	1.191754838	0.611879125	0.717914623
chr8:8153597-8154098	1.544461199	0.612007617	0.717914623
chr22:18264435-18264847	0.822557935	0.612094456	0.717914623
chr22:28198845-28199237	0.880761022	0.61395726	0.719944279
chrX:9929375-9929481	1.264994798	0.614403021	0.720311751
chr4:6895356-6895637	1.218865164	0.614571525	0.720354086
chr9:140199547-140199668	1.198264165	0.616141769	0.722039062
chr5:1152155-1152545	1.283194209	0.616541705	0.722352157
chr11:9787824-9788205	0.811017609	0.617333894	0.723124589
chr19:1901962-1902304	1.325483062	0.617471924	0.723130593
chr21:28962741-28962988	0.842856951	0.618723001	0.72430979
chr8:129163003-129163240	1.228627073	0.618745066	0.72430979
chr5:60626321-60626538	1.150730447	0.61902863	0.724485863
chr4:142347756-142348088	0.906109482	0.619818152	0.725253885
chr9:139595249-139595639	0.910945842	0.623115025	0.728954816
chr5:172203413-172203849	0.82102877	0.623414953	0.729148917
chr20:4742297-4742542	0.739242346	0.624507274	0.730190464
chr4:184256615-184256836	1.225709696	0.624697689	0.730190464
chr8:11748703-11748892	1.448227217	0.624775344	0.730190464
chr7:151157060-151157432	1.171196176	0.624842271	0.730190464
chr15:96890448-96891058	1.051087638	0.625554568	0.73086588
chr5:171882832-171882998	1.178331596	0.625944858	0.73102859
chr1:2501788-2502413	1.202749285	0.62616725	0.73102859
chr11:6222114-6222511	1.216658835	0.626198089	0.73102859
chr12:3771576-3771874	1.259524798	0.626231255	0.73102859
chr10:45359074-45359347	1.353117523	0.626507653	0.731194367
chr16:72223687-72224048	1.372304942	0.628156327	0.732916896
chr7:75934206-75934543	0.909308617	0.628252969	0.732916896
chr14:35876265-35876636	1.217978867	0.629378935	0.734073051
chr8:125815161-125815353	1.336911971	0.630013385	0.734655556
chr11:129507501-129507545	1.244956991	0.630499548	0.735064932
chr8:79762134-79762468	0.889293081	0.631432337	0.735765362
chr18:77713083-77713430	1.057583563	0.631459609	0.735765362
chr8:10358887-10359102	0.858103828	0.631506017	0.735765362
chr18:9899069-9899359	0.868229351	0.631723353	0.735861007
chr9:137822306-137822702	1.370058288	0.63319974	0.737416986
chr14:23357263-23357473	1.130225202	0.633330192	0.737416986
chr20:48868757-48869061	1.2515602	0.633850955	0.737761643
chr7:30206134-30206379	0.899307889	0.633916322	0.737761643
chr2:226983188-226983709	1.231692979	0.63403298	0.737761643
chr21:46740711-46740979	0.865557551	0.634803563	0.738500361
chr8:96134918-96135079	0.897887426	0.636145025	0.739902753
chr20:2329862-2330147	1.18381816	0.637104394	0.740860228
chr12:31754010-31754391	1.108251504	0.637276788	0.740874547
chr10:30878416-30878621	1.199772956	0.637516817	0.740874547
chr8:134927817-134928174	0.82388537	0.637525203	0.740874547
chr20:17830949-17831353	0.789051703	0.637755824	0.740984292
chr8:102185716-102186115	0.949769057	0.638031143	0.741087934
chr1:2246556-2246763	1.197143047	0.638117436	0.741087934
chr9:138292600-138292752	1.122002026	0.638982948	0.741934746
chr7:17336947-17337086	0.863078598	0.639340803	0.742191873
chr2:238092955-238093156	0.856574721	0.639846566	0.742620556
chr7:157067817-157068138	1.165979851	0.640097964	0.742624576
chr22:45501114-45501367	1.188968243	0.640123003	0.742624576
chr2:239631175-239631419	1.280701349	0.641665915	0.74425586
chr22:27131212-27131584	0.922274266	0.64293971	0.745574374
chr5:1134623-1134911	1.196582522	0.643196401	0.745713108
chr8:19082378-19082614	1.117853023	0.643878467	0.746344852
chr14:97925761-97925890	0.820793944	0.644345604	0.746723605
chr1:27191386-27191927	0.830864271	0.64458144	0.746723605
chr22:35549716-35550091	1.119847288	0.644731086	0.746723605
chr11:120078906-120079218	0.793158777	0.64475418	0.746723605
chr14:102096996-102097188	1.228628189	0.646156194	0.748174526
chr10:8139781-8140040	1.315926005	0.646281984	0.748174526
chr20:25047846-25048544	0.909879427	0.646449949	0.748209779
chr12:54752671-54753884	1.14978036	0.646832141	0.748492913
chr10:30471622-30471929	0.843787198	0.647586151	0.749206091
chr5:54759780-54760082	1.479206009	0.648078847	0.74961671
chr20:48887193-48887486	1.401003596	0.648257562	0.749664058
chr3:156822906-156823344	0.869484547	0.649636665	0.751099255
chr11:118748993-118749146	1.199190784	0.650368914	0.751786119
chr4:174399736-174400115	0.94223696	0.650833121	0.752162916
chr21:45663780-45664167	0.929582055	0.65161307	0.752904378
chr14:105947921-105948133	0.870965011	0.652788864	0.754102805
chr9:128172483-128172773	1.139883466	0.65296013	0.754140536
chr1:27400779-27401092	1.264036906	0.653394464	0.75448202
chr6:2875221-2875651	0.89714441	0.653928889	0.75493891
chr7:17139132-17139382	1.154745822	0.654737551	0.755712137
chr9:116450183-116450673	1.190964232	0.655126883	0.756001139
chr14:105290315-105290696	1.044405565	0.656631912	0.757577234
chr1:234918221-234918587	1.185758718	0.657834369	0.758689619
chr5:173098193-173098638	0.893369217	0.657874953	0.758689619
chr21:44379846-44380185	1.140341897	0.658059539	0.758741672
chr14:24712544-24712898	0.926215291	0.659111858	0.759793987
chrX:70401853-70402134	1.19632634	0.65929792	0.759847486
chr21:45661962-45662435	0.904041161	0.659643587	0.759973978
chr12:7790789-7791157	1.151057698	0.659687024	0.759973978
chr5:9547741-9548115	0.925636103	0.660151128	0.760347648
chr1:25051079-25051208	1.305588976	0.660346597	0.760411817
chr16:86698644-86698785	0.839512111	0.66077576	0.760495821
chr6:106057484-106057635	1.303771784	0.660795065	0.760495821
chr20:19737104-19737460	1.052959325	0.660838861	0.760495821
chr10:32048872-32049424	0.955939077	0.661500186	0.760973554
chr3:131168625-131168945	1.206199564	0.661533709	0.760973554
chr19:4567864-4568201	0.78425239	0.661937948	0.761277611
chr11:35079507-35079746	0.862848481	0.662454014	0.761710121
chr16:85785568-85785942	1.262049006	0.662845817	0.761999596
chr4:186481104-186481365	0.823946742	0.663060339	0.762085193
chr6:138213585-138213859	0.809315796	0.664170014	0.763199376
chr9:105248809-105248820	0.867195987	0.665351621	0.764395728
chr8:101912406-101912993	1.136629241	0.666575731	0.765640395
chr8:116879779-116880131	0.83545368	0.667966462	0.76706138
chr20:49982609-49983533	1.436485234	0.668094814	0.76706138
chr20:24941460-24941976	1.051943565	0.668515255	0.767382174
chr21:15449757-15449894	1.065399774	0.668772683	0.76751575
chr2:231276384-231276790	0.933513913	0.669146128	0.767713135
chr9:131930457-131930532	0.942087342	0.66922687	0.767713135
chr18:68100758-68101139	1.085685956	0.669521049	0.767856983
chr1:1840449-1840835	0.902234191	0.669634512	0.767856983
chr1:19337577-19337942	0.823148789	0.669948709	0.768055399
chr14:95953953-95954283	0.837578533	0.670767862	0.768826766
chr7:121955120-121955496	1.153800306	0.670904151	0.768826766
chr6:138148087-138148219	1.110425333	0.671403061	0.769236483
chr5:159815159-159815328	0.922807457	0.671731976	0.769451301
chr9:132488074-132488402	0.833050302	0.672393456	0.770046894
chr6:1554418-1554641	1.32235209	0.672751776	0.770201719
chr4:75397621-75397842	1.182542646	0.672811757	0.770201719
chr20:5053777-5054341	1.225887396	0.673302069	0.770448566
chr4:13282552-13282692	1.157518103	0.673361089	0.770448566
chr4:139590958-139591346	1.210358465	0.673452193	0.770448566
chr7:154999343-155001070	0.818062283	0.673912261	0.770812826
chr11:9781782-9782109	0.829462739	0.674059809	0.770819551
