node	attribute
FAIM	gene
R3HDM2	gene
TRAPPC8	gene
CHMP3	gene
RHOU	gene
FCRL2	gene
NSG2	gene
HILPDA	gene
MYOZ1	gene
MYOZ2	gene
HOPX	gene
PRELID1	gene
PRELID3B	gene
ZBTB32	gene
SYNRG	gene
ZNF502	gene
UPK3A	gene
SOD3	gene
CDH15	gene
SMAGP	gene
GPERIK	gene
SPPL2A	gene
TMEM174	gene
TWSG1	gene
SYT4	gene
EVA1B	gene
WBP1L	gene
DNAJB12	gene
PLAAT4	gene
Q9Y5B2	gene
F11R	gene
FKBP7	gene
CTNND2	gene
SNX22	gene
ZPBP	gene
LILRB5	gene
CELA3A	gene
CRISP2	gene
PNLIPRP1	gene
CTSW	gene
TMEM187	gene
LAPTM4A	gene
SLC49A3	gene
NIPA1	gene
ZDHHC21	gene
SVOP	gene
TRAM1L1	gene
KLHL30-AS1	gene
CLDND2	gene
FAM174A	gene
SLC22A17	gene
SCAMP4	gene
TMEM203	gene
PGAP3	gene
SLC41A3	gene
SLC39A13	gene
PEX11G	gene
TMEM19	gene
ADTRP	gene
ST6GAL2	gene
SLC41A2	gene
SPOCK3	gene
SLC50A1	gene
TMEM243	gene
EMC6	gene
YIPF2	gene
TMEM222	gene
ZDHHC11	gene
CYP4F12	gene
SLC35C2	gene
SLC7A10	gene
TMEM140	gene
TMEM100	gene
ORMDL1	gene
CACFD1	gene
NAT8	gene
BCAP29	gene
RIMS3	gene
RAB23	gene
ACSL5	gene
ITM2B	gene
PLLP	gene
SELENOK	gene
TMEM14A	gene
NCR2	gene
TREM2	gene
ARL16	gene
FBXL8	gene
Q5SZY0	gene
Q8N7U5	gene
UPI0000E207F8	gene
HEL-S-69	gene
HEL-S-100N	gene
SMCO4	gene
PINK1	gene
RSF1	gene
CHRAC1	gene
UBE2Q2	gene
PPIE	gene
NUDT5	gene
ZNF280A	gene
LAS2	gene
KRT222	gene
NBPF15	gene
MNS1	gene
ZNF480	gene
ASB10	gene
CCDC74A	gene
ZNF333	gene
ZNF641	gene
UNKL	gene
ANKEF1	gene
HESX1	gene
SERGEF	gene
ASB3	gene
TASOR	gene
ZMIZ1	gene
KNSTRN	gene
Q59GG4	gene
A1CF	gene
FAM153A	gene
Q5TF35	gene
TLR10	gene
ARTN	gene
NRAP	gene
ACMSD	gene
CPEB1	gene
AK5	gene
PTBP2	gene
COMMD10	gene
METTL22	gene
LY9	gene
EOMES	gene
DEFA3	gene
CCDC85A	gene
SYNDIG1	gene
RMI1	gene
ETNK2	gene
SNTG2	gene
ROBO1	gene
HACE1	gene
AKNAD1	gene
PLAGL2	gene
GMEB2	gene
TCF7	gene
ANKRD22	gene
ANO8	gene
NEUROD4	gene
PEX13	gene
ANKRD54	gene
ZNF793	gene
MYO18B	gene
ZNF619	gene
ZFAT	gene
ZNF835	gene
KIF3A	gene
SDK1	gene
FMNL3	gene
FMNL2	gene
Q9H491	gene
IL1RAP	gene
RBMX2	gene
MEMO1	gene
Q9HA70	gene
GPSM3	gene
RBM7	gene
Q5T9K6	gene
FAM107B	gene
Q9H9I0	gene
MBNL3	gene
TAF6L	gene
KREMEN1	gene
MDFIC	gene
Q5T0I1	gene
KCTD14	gene
RPH3AL	gene
GAREM1	gene
CDR1	gene
POU3F3	gene
COL12A1	gene
GTF2IRD1	gene
CHCHD2	gene
NOCT	gene
PLEKHG4B	gene
BOLA1	gene
Q7L4M3	gene
RHPN1-AS1	gene
CD300A	gene
ARHGEF10L	gene
CCDC7	gene
CIAO2A	gene
CIAO2B	gene
C9ORF106	gene
Q6ZT16	gene
ALX1	gene
SH3BGR	gene
CFAP36	gene
HEL2	gene
SHANK2	gene
EID1	gene
RHPN1	gene
BAHCC1	gene
COL17A1	gene
Q9H614	gene
PHF23	gene
MEX3B	gene
MRPL42	gene
STARD9	gene
Q96EJ4	gene
PLAC8	gene
ZNF391	gene
CERT1	gene
BCAM	gene
TMA16	gene
KLRG1	gene
TBX15	gene
TBX22	gene
NKX3-1	gene
CDCREL-1	gene
CRYL1	gene
AFAP1L1	gene
PLEKHM1	gene
NANOS2	gene
CFAP65	gene
ZNF627	gene
Q8N9J2	gene
RPL39L	gene
NEURL3	gene
OSBPL2	gene
Q59GB8	gene
GULP1	gene
Q5VYU5	gene
Q8NB89	gene
Q96HE3	gene
UPI0002590962	gene
DHRSX	gene
KLK9	gene
SNX13	gene
RRN3	gene
DRAXIN	gene
CD180	gene
RELL2	gene
Q6ZRI3	gene
Q8TBE5	gene
SETD5	gene
RSC1A1	gene
ISOC2	gene
DPAGT1	gene
KCTD3	gene
NXT1	gene
TMOD4	gene
Q9P0T5	gene
AHSA2P	gene
PHLDB1	gene
EXD1	gene
USP17L2	gene
ATP5MC3	gene
GPRC5C	gene
Q9T9Y2	gene
UPI0000411897	gene
B3GNT5	gene
Q9NRT5	gene
ADAM22	gene
SLC20A1	gene
PRRG4	gene
LRRC20	gene
SPEF1	gene
TOMM7	gene
CNTNAP1	gene
LTBP2	gene
CSMD2	gene
GTF3A	gene
DLX4	gene
SCARF2	gene
APOL5	gene
SHANK3	gene
GSX2	gene
GRIP2	gene
NPVF	gene
MEPE	gene
TULP4	gene
TMEM74B	gene
TSKS	gene
DKKL1	gene
SNX12	gene
PCDHA7	gene
DLGAP4	gene
SNX8	gene
GPR45	gene
SHC2	gene
SHC4	gene
EPGN	gene
RIN2	gene
SH2D3A	gene
STAP2	gene
WASF3	gene
TLN1	gene
Q53HB3	gene
Q69EZ8	gene
DISP3	gene
SWSAP1	gene
RETN	gene
RGL1	gene
PRSS50	gene
EDG2	gene
CGB7	gene
NMRK2	gene
S6B291	gene
S6C4S0	gene
TRA@	gene
ARHGEF4	gene
HIST3H2BB	gene
HYAL1	gene
PCOLCE	gene
CRYBB2	gene
Q5VYC3	gene
IQSEC1	gene
ANKH	gene
XYLT1	gene
FBXO2	gene
QRSL1	gene
Q6ZVU3	gene
TIMELESS	gene
MACROD1	gene
ETV7	gene
IFNA4	gene
NEUROD2	gene
SEZ6L2	gene
METTL23	gene
ABHD4	gene
HSPBAP1	gene
GPCPD1	gene
IER3IP1	gene
ADAMTS13	gene
SPTSSA	gene
RILPL2	gene
OSMR	gene
QARS	gene
ARHGAP45	gene
TAPBPL	gene
TTC9B	gene
TTYH2	gene
TCEAL2	gene
GMPR2	gene
VAV3	gene
UTP18	gene
FRS2	gene
GUSBP1	gene
Q6ZSW6	gene
FCAMR	gene
C10ORF90	gene
BBC3	gene
Q9Y2A0	gene
LCE3A	gene
PRAG1	gene
Q9H5Q2	gene
LILRB2	gene
BARX1	gene
HMGXB4	gene
RP1L1	gene
TDRD1	gene
PAG1	gene
RIMS2	gene
USP16	gene
PRDM4	gene
IVNS1ABP	gene
HMGA2	gene
HEMGN	gene
FAM9C	gene
GPIHBP1	gene
Q6ZMW9	gene
MROH5	gene
IL34	gene
WFDC2	gene
NAA80	gene
EHD2	gene
Q59GT1	gene
RNF24	gene
TRMT2B	gene
KCNIP3	gene
RGS7	gene
DLX6	gene
ZNF74	gene
ISX	gene
STYK1	gene
RNF19B	gene
KCTD8	gene
TRIM73	gene
MARCHF9	gene
HERC6	gene
MKX	gene
PDIK1L	gene
ZNF843	gene
FBXL13	gene
FBXO27	gene
ASB17	gene
MYO3B	gene
ARMC5	gene
RPS6KC1	gene
TRIM7	gene
DUB1	gene
KBTBD4	gene
Q9NWG3	gene
FBXO34	gene
POGK	gene
ZC3H7B	gene
FBXO40	gene
FBXO10	gene
FBXO9	gene
FBXO4	gene
FBXL3	gene
ZNF215	gene
CILK1	gene
DTX4	gene
ASB4	gene
CLIC4	gene
RPS6KL1	gene
Q96HZ8	gene
TPD52L3	gene
TKTL2	gene
LORICRIN	gene
Q5VU21	gene
ANKRD35	gene
ILRUN	gene
Q9H3J7	gene
ELMOD2	gene
Q6ZTI4	gene
Q8NAS7	gene
G4	gene
RFESD	gene
Q9H7G6	gene
ZNF428	gene
SLTM	gene
MRPS23	gene
MRPS18B	gene
HEL-S-108	gene
PPIL1	gene
HHIPL2	gene
ST6GALNAC6	gene
ZNF407	gene
HIGD1B	gene
USP35	gene
OTUD3	gene
ABRA	gene
S6C4R2	gene
Q14784	gene
FGF13	gene
IQCG	gene
LLCFC1	gene
MRPL36	gene
AKAP4	gene
GPR161	gene
CAPN11	gene
ADAT3	gene
ZNF529	gene
DKFZP686O1117	gene
ADHFE1	gene
RIMKLB	gene
CDC42EP3	gene
PPP1R3B	gene
FGF9	gene
SNTG1	gene
DTNA	gene
SLC66A2	gene
Q8IXL1	gene
SLC35B1	gene
FILIP1L	gene
SYPL2	gene
Q6ZQS4	gene
PLEKHM3	gene
CEFIP	gene
CCDC80	gene
ALPK2	gene
PLXDC1	gene
MYCT1	gene
TMEM52	gene
ERMAP	gene
PLIN2	gene
ZNF577	gene
G6PC3	gene
ZCCHC3	gene
NUDT4	gene
SH3BGRL2	gene
FHOD1	gene
SERP2	gene
RGMB	gene
C12ORF60	gene
THAP5	gene
TSKU	gene
IL36RN	gene
ZMYM5	gene
TRAK1	gene
ZP2	gene
BICRA	gene
AKAP2	gene
Q59GG5	gene
GAL3ST4	gene
PAXX	gene
SERPINA2	gene
NHEJ1	gene
C2ORF42	gene
OSBP2	gene
PLEKHF1	gene
TMEM98	gene
GBA3	gene
FAM83A	gene
FAM126B	gene
ZNF384	gene
LINC00526	gene
ARHGEF3	gene
TPRKB	gene
CREBZF	gene
MYO5A	gene
SIRT4	gene
CXCL6	gene
CDH10	gene
ND5	gene
CD226	gene
CDH18	gene
Q5JTE5	gene
NINJ1	gene
TMEM176A	gene
HEMK1	gene
HAND2	gene
RAB41	gene
ZDHHC24	gene
CFAP77	gene
ASCL3	gene
NDOR1	gene
HEL-S-69P	gene
SMARCAL1	gene
ULBP2	gene
CABIN1	gene
LRRC3	gene
ABCG5	gene
KCTD4	gene
SETD9	gene
EPYC	gene
ZSCAN21	gene
PHTF1	gene
MT-RNR2	gene
MKKS	gene
NOG	gene
NELFA	gene
ZNF226	gene
CCNB1IP1	gene
YTHDF2	gene
NFKBIZ	gene
Q59EC8	gene
RPH3A	gene
DKFZP564M2422	gene
ICAM5	gene
ATOH8	gene
DLC1	gene
FIBCD1	gene
LSMEM1	gene
SMIM3	gene
MM1	gene
Q6ZRA3	gene
SLC25A36	gene
EVA1A	gene
Q9HB73	gene
COMMD3-BMI1	gene
ARHGAP24	gene
PIGY	gene
SAT2	gene
FAM86C1	gene
ZP1	gene
DESI1	gene
FGF8	gene
CCDC17	gene
SPRY4	gene
ZNF331	gene
ADAMTSL2	gene
JPT1	gene
CBLN3	gene
PPP1R9A	gene
LRFN5	gene
SLITRK1	gene
IL1RAPL1	gene
PAPOLG	gene
C1ORF50	gene
Q96TE0	gene
SCAF8	gene
CTDP1	gene
SPDYA	gene
C12ORF65	gene
ASCC3L1	gene
HNRPM	gene
KIAA1328	gene
NAV3	gene
SPATA13	gene
KRT23	gene
MBD5	gene
UPI0001B3CB32	gene
PRR10	gene
PCOTH	gene
RUSC1-AS1	gene
PWWP2B	gene
Q7KZQ1	gene
OSR2	gene
Q8N779	gene
KIRREL3-AS3	gene
SLAIN1	gene
URB1-AS1	gene
FAM218A	gene
PRELID3A	gene
CRB3	gene
MUM1	gene
Q9H8E5	gene
Q9HAA0	gene
MST065	gene
TBC1D10C	gene
CXCL16	gene
MIEN1	gene
HACD3	gene
LZTS1	gene
Q53FG3	gene
EEF1DP3	gene
RAET1L	gene
RAET1G	gene
RAET1E	gene
CPXM1	gene
ANKRD7	gene
HIF3A	gene
PRIMPOL	gene
CSDC2	gene
FBLN5	gene
POLD4	gene
IER3	gene
DUSP16	gene
MTIF3	gene
ZDHHC12	gene
DKFZP761G0818	gene
LAIR1	gene
CRTAC1	gene
IKZF2	gene
NKD1	gene
GKN1	gene
ANAPC10	gene
DUSP8	gene
AIFM3	gene
RAB12	gene
PGBD3	gene
AKAP7	gene
HEL-S-61	gene
BCS1L	gene
THEM4	gene
ZNF691	gene
STEAP4	gene
CCL13	gene
SLC4A7	gene
SRPR	gene
Q9BZG7	gene
Q9H2A1	gene
NLGN3	gene
KRTAP3-3	gene
KRTAP1-5	gene
CCL15	gene
CCL19	gene
ABCD2	gene
CLEC2D	gene
FLT3LG	gene
TCF7L1	gene
DMBT1	gene
Q8N2Z3	gene
C1ORF48	gene
TWEAK	gene
ZSCAN31	gene
MS4A7	gene
EXOC3-AS1	gene
NFU1	gene
ZNF337	gene
RNASE6	gene
HEL-S-5	gene
INSYN1	gene
PPP1R2B	gene
CSRNP2	gene
SAMD8	gene
TTPAL	gene
RAB34	gene
POLR2J2	gene
WSB1	gene
STYXL1	gene
ROBO3	gene
Q14782	gene
TCEB3B	gene
Q59GT2	gene
Q59GV9	gene
Q5QTQ6	gene
Q5TG91	gene
Q6ZSN3	gene
KLHL8	gene
PARP4	gene
Q96N14	gene
ALG12	gene
ND1	gene
ARFGEF1	gene
MLH3	gene
FAN1	gene
PAQR7	gene
OGDHL	gene
GSKIP	gene
PEX16	gene
PARD6G	gene
DCTN4	gene
ND4L	gene
AQP11	gene
ZNF596	gene
NRDE2	gene
ATP5IF1	gene
SGIP1	gene
MZB1	gene
ENTPD4	gene
NMES1	gene
CCDC126	gene
FAM71F1	gene
FICD	gene
GOLPH3L	gene
MAGEE1	gene
EVL	gene
Q5SS27	gene
DKFZP434F0116	gene
FRMPD1	gene
ANKRD26P1	gene
LCORL	gene
ELMOD3	gene
RASSF4	gene
Q53HC2	gene
TMEM123	gene
ZSWIM2	gene
PP9457	gene
MXD3	gene
PRKRIP1	gene
TBC1D19	gene
MG44	gene
MAU2	gene
ZNF605	gene
UPI0001597088	gene
RXYLT1	gene
CCL27	gene
C6ORF141	gene
AGPAT4	gene
OPTC	gene
PCDHA6	gene
PCDHA12	gene
PCDHA9	gene
PCDHA8	gene
PCDHA5	gene
PCDHA3	gene
PCDHA2	gene
PCDHA11	gene
PCDHA10	gene
PCDHA1	gene
TMEM168	gene
DPT	gene
Q9H5C8	gene
L1RE1	gene
JHY	gene
RASGEF1A	gene
ERMN	gene
SAMSN1	gene
DKFZP566C233	gene
Q6XYD2	gene
Q9P1I0	gene
SYBU	gene
PEG3	gene
ADAMTS9	gene
Q5VZB1	gene
Q5JQ52	gene
PRR12	gene
CMTM2	gene
ELF4	gene
FAM110C	gene
Q8N959	gene
DDX49	gene
EFHD1	gene
TMEM44	gene
Q5QPJ8	gene
BZW2	gene
ZNF404	gene
Q5TCY7	gene
TTC39B	gene
SPATA1	gene
SLC48A1	gene
Q6ZVW3	gene
ZNF695	gene
TCTEX1D1	gene
WFDC9	gene
FUCA2	gene
Q9NWJ2	gene
CDH9	gene
ABT1	gene
DKFZP547I014	gene
TOM7	gene
TM6SF1	gene
TNFRSF10D	gene
SYTL1	gene
ATP5J	gene
CCDC170	gene
CBWD5	gene
HERC5	gene
ANKIB1	gene
FEZ2	gene
SERTAD3	gene
BAF53A	gene
SIAT4C	gene
Q9HAA9	gene
NYAP2	gene
TCP11	gene
TBX5	gene
TAFA1	gene
RAB37	gene
ADFP	gene
KIF26A	gene
Q5JQQ6	gene
Q12914	gene
Q59FB9	gene
Q59G16	gene
Q5F2F6	gene
Q5SQU0	gene
Q5VVE2	gene
ESRP1	gene
FAT4	gene
KIAA1549L	gene
Q7KZX8	gene
Q7Z586	gene
RICS	gene
SLC51A	gene
CLEC4F	gene
Q8N2G3	gene
BEND2	gene
SETD6	gene
ZCCHC13	gene
CDIP1	gene
SEMA4G	gene
Q9NXG9	gene
ADD3	gene
WASHC2C	gene
RAI2	gene
TSPYL	gene
Q59EZ2	gene
GAPD	gene
Q5SVL1	gene
JSRP1	gene
SIRPD	gene
ARPP21	gene
BIN2	gene
SH3BP1	gene
NUBP2	gene
CLDN15	gene
C21ORF57	gene
VTI1A	gene
UBXN10	gene
ANKRD23	gene
FLJ00305	gene
SEC16B	gene
S6BAN1	gene
HEL-S-30	gene
Q5STZ7	gene
Q9HBB3	gene
ZNF750	gene
NOL4L	gene
DYDC2	gene
TMEM80	gene
ZNF449	gene
Q8IZW4	gene
HCC5	gene
GPBP1L1	gene
HMGB4	gene
ZNF286A	gene
SLC6A20	gene
ZNF763	gene
CD300LG	gene
RTN4RL1	gene
WFDC10B	gene
SLC43A2	gene
ZNF786	gene
RNF175	gene
FAM71E2	gene
ZNF461	gene
ZNF625	gene
TMEM106C	gene
KLK15	gene
PGAP2	gene
ZNF34	gene
LINC00242	gene
ZNF425	gene
CCDC26	gene
ZNF418	gene
ZNF778	gene
ZNF180	gene
HEL-S-90N	gene
XCL2	gene
PPP4R4	gene
GIMAP6	gene
Q8IZP5	gene
RNF157	gene
PLPPR4	gene
LPPR4	gene
LIMD2	gene
ZNF234	gene
DKFZP451F1115	gene
PREX1	gene
CDC42SE1	gene
MUC12	gene
COX1	gene
TBC1D8B	gene
SBBI23	gene
SEPTIN9	gene
Q4VXB0	gene
RNF182	gene
ZNRF3	gene
POLR3K	gene
RAB7B	gene
CLIP2	gene
SOWAHC	gene
ZNF714	gene
HES4	gene
DIP2C	gene
KLF13	gene
GTF3C3	gene
ARHGAP20	gene
Q53GH5	gene
Q59EE1	gene
HLAC	gene
HLA-B57	gene
DKFZP547P1613	gene
UFC1	gene
Q9H891	gene
GRHL2	gene
ZNF675	gene
Q9HAF8	gene
MSL2	gene
HOXC10	gene
FAM13B	gene
SYNPO2	gene
SAMD4A	gene
CFAP20	gene
CASC5	gene
PPP1R15B	gene
PPP1R26	gene
CCDC181	gene
PPP1R32	gene
C9ORF75	gene
SYTL2	gene
UPI000013F4A0	gene
UPI0000EE3EB3	gene
UPI0005D02BBB	gene
MRPS16	gene
RNF133	gene
RNF186	gene
RNF6	gene
Q5HY50	gene
RAB11FIP4	gene
NSMF	gene
TNPO3	gene
EPS8L2	gene
ZFAND2A	gene
FAM120B	gene
TIGAR	gene
DPH3	gene
ZNF311	gene
Q5JUE6	gene
AEBP1	gene
TCEAL8	gene
LMX1A	gene
RAB1C	gene
EXTL1	gene
PRG4	gene
ZF30	gene
ZNF274	gene
Q96ID7	gene
RIT2	gene
AUNIP	gene
EURL	gene
ATP8	gene
PLCB2	gene
HPS4	gene
USH1C	gene
XRCC6BP1	gene
Q9H7R8	gene
ATP23	gene
Q5U0E4	gene
Q6ZVC8	gene
TRPS1	gene
RWDD3	gene
GMEB1	gene
WFIKKN1	gene
TCEAL7	gene
CPNE7	gene
PTPRCAP	gene
ORMDL3	gene
PSG11	gene
REXO5	gene
CRIPT	gene
BLOC1S4	gene
SLC35A3	gene
Q59FI9	gene
PLAG1	gene
ZNF251	gene
PRDM16	gene
ST6GALNAC2	gene
PLAGL1	gene
TMEM106A	gene
COX11	gene
CABLES1	gene
PAAT	gene
DMRTC2	gene
DACH2	gene
SHPK	gene
EMILIN1	gene
PRDM5	gene
MRAP2	gene
MFSD14B	gene
FOXRED1	gene
Q13587	gene
Q5JUJ3	gene
SLC22A24	gene
ZNF383	gene
DNAJB3	gene
RASL11B	gene
Q9BV16	gene
SELENOI	gene
C11ORF16	gene
WDR37	gene
SALL2	gene
GUCY1B1	gene
SNX21	gene
LOC730441	gene
FNDC5	gene
PIF1	gene
FKBP11	gene
PLCB4	gene
TMEM268	gene
ZNF550	gene
OCC1	gene
ASAP3	gene
Q96BA4	gene
SNRNP25	gene
PRDM10	gene
BARHL2	gene
COL20A1	gene
NEUROG3	gene
TBC1D14	gene
HPCAL4	gene
Q8N5B1	gene
LMTK3	gene
MCUB	gene
PCSK1N	gene
Q9H7V3	gene
BAK	gene
ZFYVE1	gene
BOK	gene
RASGEF1C	gene
C16ORF74	gene
Q6ZNC6	gene
C12ORF50	gene
ORC1L	gene
ZNF594	gene
FAM207A	gene
THYN1	gene
MAB21L2	gene
DKFZP686J08252	gene
LPAL2	gene
LINC00518	gene
C4ORF33	gene
PRADC1	gene
HEL-S-277	gene
ACSM5	gene
CITED2	gene
PLSCR2	gene
ZNF287	gene
SLC4A4	gene
ATP13A1	gene
IRAK1BP1	gene
NFE4	gene
C19ORF73	gene
FAM120C	gene
DNAJC27	gene
DNAJC5B	gene
DKFZP434D1428	gene
ZNF212	gene
NUDT16	gene
NUDT16L1	gene
RAPGEF6	gene
RCAN3	gene
VWA2	gene
HENMT1	gene
ZNF662	gene
TRPT1	gene
Q99419	gene
DKFZP761H172	gene
UPI0002176A5B	gene
ADGRA3	gene
ADGRA2	gene
LRRFIP2	gene
POM121L1P	gene
PRDM7	gene
Q8N1F1	gene
Q5T020	gene
HLX	gene
Q5T3P6	gene
DBNDD2	gene
Q9H918	gene
AMMECR1	gene
MYNN	gene
Q96HN9	gene
ZBED6CL	gene
Q96P23	gene
POMZP3	gene
Q8WW55	gene
HHLA3	gene
UCN3	gene
MYLPF	gene
KLF12	gene
B3GNTL1	gene
Q9P0M7	gene
DUSP18	gene
C1QTNF3	gene
Q53F65	gene
C12ORF76	gene
ARFRP1	gene
ZBED5	gene
Q8HHH1	gene
STK11IP	gene
TM9SF2	gene
PAPPA2	gene
TENM3	gene
PKIB	gene
ZBP1	gene
PWWP2A	gene
TRERF1	gene
BCL11B	gene
CCM2L	gene
DISP1	gene
SNX32	gene
KLHL11	gene
Q53FJ3	gene
CRB2	gene
CLMN	gene
ZBTB40	gene
C9ORF116	gene
EFCAB12	gene
SLC44A3	gene
FOXN4	gene
C16ORF35	gene
MRPL27	gene
THEG	gene
ST6GALNAC1	gene
CABP1	gene
MRVI1	gene
DMAC1	gene
IMMP2L	gene
SLC27A5	gene
DMRT1	gene
Q6ZWH8	gene
NIBAN1	gene
PCDH12	gene
GINS2	gene
KCNG4	gene
GPR22	gene
ZNF614	gene
VAT1L	gene
STMN3	gene
COX4NB	gene
Q6UJX3	gene
EMC9	gene
TCEANC2	gene
Q9NWP4	gene
Q96MH4	gene
NDRG4	gene
SNX11	gene
SNX10	gene
Q59EA4	gene
COA5	gene
SPON2	gene
C12ORF49	gene
ARHGAP35	gene
ZNF69	gene
METTL21C	gene
DKFZP781L0540	gene
FAM181A	gene
MOB3A	gene
TGIF2	gene
ZNF346	gene
Q8N8Y3	gene
Q8NAD7	gene
ARL11	gene
HDHD3	gene
AMDHD2	gene
KIR2DL4	gene
HEL-S-42	gene
SPDYE2	gene
PHOSPHO2	gene
FAM72A	gene
FAM161B	gene
FLJ23584	gene
Q9NRC3	gene
ARHGEF25	gene
INPP4A	gene
HECW2	gene
ZNF510	gene
ND2	gene
FAIM2	gene
Q6ZRA4	gene
Q71SF7	gene
DKFZP451L0319	gene
UTP6	gene
Q53G71	gene
Q59F66	gene
ZNF667	gene
ZNF610	gene
Q9BV07	gene
WDR13	gene
KLHL31	gene
C19ORF44	gene
MOK	gene
GIN1	gene
ZNF600	gene
ZNF671	gene
MYOZ3	gene
METTL2A	gene
DNAJC28	gene
MYSM1	gene
PLA2G15	gene
IQCF2	gene
WDR45	gene
TEKT5	gene
TERB2	gene
FAM167A	gene
CCDC60	gene
GAL3ST2	gene
ZNF224	gene
PACRG	gene
Q8N5D4	gene
C9ORF43	gene
LEG1	gene
Q9NWB3	gene
MARCHF2	gene
CYREN	gene
INTS9	gene
PRICKLE1	gene
DKFZP586M1819	gene
DZANK1	gene
KIF17	gene
RNF17	gene
KRTAP3-1	gene
EPB41L4A	gene
LINC00846	gene
ZNF586	gene
DKFZP781I1140	gene
INIP	gene
ELA2B	gene
GGN	gene
UCMA	gene
Q96GB0	gene
ZNF702P	gene
ZFP69B	gene
GPRC5B	gene
SAP30L	gene
ABITRAM	gene
FAM81B	gene
LIAT1	gene
CENPL	gene
RSPH1	gene
S6B2A6	gene
S6B2B6	gene
STAG3L1	gene
BPIFA2	gene
MCEE	gene
HIST1H4G	gene
PITPNC1	gene
MGAT4B	gene
IL19	gene
DSCR8	gene
ZNF350	gene
EPG5	gene
DMTF1	gene
BCDIN3D	gene
ADPRHL2	gene
MTCL1	gene
Q8N6E1	gene
SVBP	gene
UPI0000E59DA5	gene
ZNF639	gene
TMEM41A	gene
HEL-214	gene
IFIH1	gene
TMEM106B	gene
FAAP24	gene
IRF2BPL	gene
FAM217A	gene
FAM126A	gene
ALKBH4	gene
NMRK1	gene
Q9H641	gene
DAZ1	gene
C1ORF116	gene
SARG	gene
TMTC1	gene
SLC9A9	gene
CLRN3	gene
HIST1H2BH	gene
CTHRC1	gene
DNAH11	gene
TIGD1	gene
RUBCNL	gene
LIN28A	gene
C20ORF141	gene
FUT9	gene
MSRB2	gene
SPATA4	gene
DNAJC15	gene
KLHDC7B	gene
KLHL4	gene
Q9NW71	gene
HCFC2	gene
SLC39A1	gene
SAYSD1	gene
ZDHHC22	gene
GALM	gene
EBF1	gene
FAM20A	gene
ZNF519	gene
SOHLH2	gene
C10ORF82	gene
Q96MC8	gene
DERA	gene
ANGPTL6	gene
B3GALT6	gene
Q9BSD4	gene
C1GALT1	gene
LAS1L	gene
ANKRD36B	gene
DNAJC4	gene
FAM241B	gene
TMPRSS4	gene
PAQR5	gene
ELOVL3	gene
HEL-S-271	gene
ANKRD53	gene
ASB12	gene
C1ORF21	gene
CLDN16	gene
ABHD1	gene
NRIP3	gene
Q9NW22	gene
SETDB2	gene
SPACA6	gene
FAM204A	gene
INSM2	gene
TBX20	gene
GMPPB	gene
RAB22A	gene
ARL6	gene
NLGN2	gene
ATXN3L	gene
ST6GALNAC4	gene
CCDC110	gene
APOL4	gene
S6BAM6	gene
SEMA4A	gene
FRMD4A	gene
CYGB	gene
EBPL	gene
INSL5	gene
NEO1	gene
TAFA4	gene
SLC25A23	gene
Q9H669	gene
ANKRD10	gene
MYH4	gene
EHF	gene
V9H1G0	gene
OSTC	gene
GNPTG	gene
TMEM101	gene
RPUSD1	gene
KIAA1305	gene
CHCHD7	gene
LINC00588	gene
PCDHGC3	gene
TMEM74	gene
AUP1	gene
TINAG	gene
Q96K97	gene
ZNF711	gene
LRRC4	gene
ORAI3	gene
HEL-S-29	gene
YIPF1	gene
ZBTB47	gene
LAMP3	gene
ANXA10	gene
Q9C062	gene
CLTRN	gene
NPL	gene
TDRKH	gene
DCAF16	gene
STARD10	gene
TMED5	gene
RABL2B	gene
NSMCE4A	gene
WDR7	gene
RBM38	gene
AIG1	gene
TRMO	gene
MAGEF1	gene
JMJD4	gene
SLC38A7	gene
CHAC1	gene
UPI00015DFCB6	gene
B3GNT2	gene
CPA4	gene
TNMD	gene
TEX264	gene
SERP1	gene
OR2H1	gene
Q9H6G9	gene
TEX13A	gene
NINJ2	gene
KIF25-AS1	gene
TNFRSF19	gene
C14ORF119	gene
TMEM9B	gene
ALR	gene
IGSF9	gene
Q9H5T3	gene
ZNF556	gene
AP4B1	gene
NOL7	gene
ZNF330	gene
TBL2	gene
HEL164	gene
FTSJ1	gene
FOXJ3	gene
FBXO8	gene
EPDR1	gene
CDH7	gene
ZNF70	gene
SNC73	gene
ACTL7A	gene
RAB21	gene
MYO16	gene
BTBD3	gene
PLXND1	gene
TAMM41	gene
TIMM21	gene
HINT3	gene
CEP41	gene
NDRG3	gene
METTL16	gene
C2CD2	gene
ZNF358	gene
C20ORF96	gene
FBXL4	gene
RIC8B	gene
CEP83	gene
L2HGDH	gene
DNAJC12	gene
TMBIM4	gene
USP3	gene
MARF1	gene
GDPD1	gene
PGPEP1	gene
ARHGAP23	gene
MSL3P1	gene
CEP170B	gene
UPI0002324566	gene
FAT3	gene
RAP2C	gene
FARP1	gene
SQOR	gene
ATP13A3	gene
ENPP4	gene
C1ORF159	gene
SLC17A5	gene
SLC30A1	gene
HAS2	gene
SUCO	gene
PUS1	gene
SS18L2	gene
PHF3	gene
NENF	gene
AAG1	gene
METTL8	gene
USP24	gene
CEPT1	gene
PNPLA8	gene
EXOC6B	gene
TMEM205	gene
AIFM2	gene
UQCC1	gene
IPP	gene
